text,label
"walking on sunshine, feeling absolutely weightless and free today.",happiness
i'm really irritated with my roommate's mess.,anger
everything feels so incredibly light and utterly free today.,happiness
i feel irritated with my friend's constant cancellations.,anger
i'm getting anxious about this upcoming exam somehow.,anxiety
i'm ashamed of how lazy i've been today.,guilt
disappointed in how that turned out though,disappointment
i feel kinda meh about this new restaurant honestly.,disappointment
.my days have been pretty solitary this week,loneliness
i don't know if i can do this alone today,fear
i'm pretty proud of myself for finishing this project.,pride
i'm a bit stressed about making the right decision here.,anxiety
i don't know how to process everything,confusion
this rain is totally ruining my outdoor plans today,anger
"just paid off my credit card bill, what relief!",relief
this traffic jam is crazy right now.,surprise
my whole world just crashed and burned.,sadness
my hands feel so dirty after handling raw meat.,disgust
.i don't like being alone in this big house.,fear
i feel guilty about spending so much money lately too.,guilt
i'm completely obsessed with the way you make me laugh.,love
i'm really disappointed about what happened last night.,sadness
that conversation didn't go as badly as planned haha,relief
today was awesome thanks to my family's help.,gratitude
i'm cautiously excited about the possibilities ahead tonight,hope
"that's actually pretty cool, didn't expect that to happen.",surprise
"i should've helped my friend move yesterday, ugh.",guilt
i'm stuck in this endless cycle of loneliness and boredom,loneliness
my mood is pretty bad after what i did today.,guilt
my little sister just graduated from college too early!,pride
i feel lucky to have such a cool family.,gratitude
i'm disappointed in myself for giving up so easily,guilt
i am so fed up with this situation right now.,anger
this news has me rather excited for tomorrow.,happiness
it bothers me that you didn't invite me too.,jealousy
i'm totally shocked by what just happened.,surprise
my day is definitely going really well today somehow.,happiness
i should've been more supportive of my sibling,guilt
i feel pretty scared about flying again soon.,fear
my heart beats faster when you hold my hand,love
my boss is being super unfair again today.,anger
my dog's been acting weird and it scares me,fear
i'm so lucky to have such a comfortable home life.,gratitude
"my mind is blown, i don't even know.",surprise
my gut hurts seeing you with someone else.,jealousy
my hard work is starting to pay off slowly now.,pride
"today was a good day, feeling pretty blessed now.",gratitude
my anxiety is acting up something fierce today.,anxiety
my heart is racing just thinking about the presentation.,fear
i'm getting really frustrated with this math problem.,frustration
"hmm, never knew they made those in blue too.",surprise
my friends are all getting closer to you it seems.,jealousy
i feel pretty calm about the situation now.,relief
i nailed my presentation at work today.,pride
just ran 5 miles without stopping pretty proud.,pride
i feel nauseous from watching that gruesome video.,disgust
i just ran a personal best at the marathon today!,pride
i am beyond frustrated with this situation,anger
my day hasn't been going as smoothly as hoped.,disappointment
frustrating that traffic is moving so slowly now!,frustration
.my cooking skills are actually getting pretty decent,pride
"i'm totally crushing on you right now, btw.",love
my photography is getting some nice attention online.,pride
this thunderstorm outside is freaking me out slightly.,fear
that movie ending was totally not what i expected!,surprise
my day is feeling pretty overwhelming right now.,anxiety
what if nobody shows up to my party tonight?,fear
i'm so tired of eating dinner by myself every night,loneliness
wish i had been more supportive to my friend.,guilt
my love for you grows stronger every week somehow.,love
i didn't get the job i was hoping for sadly.,disappointment
my lie is really bothering me right now.,guilt
this homework assignment is taking forever to finish ugh,frustration
my head is spinning with all these thoughts ughh,anxiety
"my life has been pretty good overall lately, thanks!",gratitude
i'm literally freaking out over this exam tomorrow.,anxiety
my boyfriend is flirting with someone else again.,jealousy
i feel like such a failure right now honestly,disappointment
"i just saw my ex at the grocery store, weird!",surprise
my awkwardness knows no bounds sometimes,embarrassment
i need to take some deep breaths and relax asap,anxiety
today was a good day for me at work somehow.,pride
literally on cloud nine after this incredible news today.,happiness
"my phone battery lasted all day, wow!",surprise
i shouldn't have spent so much money online today,guilt
"i just spilled coffee all over my new shirt argh,",frustration
"this coffee is actually pretty good, wow.",surprise
feeling really light and free after the beach trip.,happiness
"my mood is really off today, not sure why.",sadness
everything feels so right after that promotion finally.,happiness
why does everyone else get to hang out without me?,jealousy
i hate how you always do this to me.,anger
that meeting wasn't as bad as i expected it'd be.,relief
this is honestly the craziest thing ever!,surprise
my heart is racing just thinking about you with him,jealousy
i feel pretty silly about that joke.,embarrassment
i stepped in gum and it's all over my shoe.,disgust
"that movie was kinda disturbing, didn't like it much.",disgust
that news really put a damper on my mood.,disappointment
i'm a bit embarrassed about my dance moves tonight.,embarrassment
i'm grateful for this amazing opportunity i just got.,gratitude
"my situation is getting better, slowly but surely.",hope
my life has been pretty sweet since moving here.,gratitude
feeling so drained after another sleepless night.,happiness
i feel relieved the move is finally over,relief
today was a huge success for my team thankfully.,pride
my morning was totally ruined by that spill.,frustration
i'm beaming with pride over my daughter's graduation!,pride
i'm really regretting what i said earlier today.,embarrassment
i really appreciate your help with moving boxes yesterday.,gratitude
feeling a bit disconnected from everyone today,loneliness
i feel kinda bad for what i did yesterday.,guilt
"my mom is right, i should've called her sooner.",guilt
just saw someone littering and it's so annoying,disgust
that was a pretty cool surprise party tonight.,surprise
"suddenly, the surprise party erupted into joyful chaotic music.",excitement
i'm starting to feel like i'm always alone.,loneliness
i had a really tough conversation with someone today.,sadness
life's been treating me kinda wonderfully lately somehow.,happiness
i feel completely overwhelmed with fear today.,fear
i'm seriously questioning everything at the moment though...,confusion
i didn't expect that movie to be funny.,surprise
the crowd erupted as firework explosions lit up the sky!,excitement
"i'm really going to miss my old job, honestly.",sadness
she gets way more attention than me at work.,jealousy
nights are always harder when i'm alone here.,loneliness
i'm feeling kinda down about this whole thing lately,sadness
a longawaited weekend getaway was finally within our grasp tonight.,excitement
i really think things are gonna turn around now.,hope
i'm not sure what to do in this situation,confusion
this thunderstorm is kind of freaking me out.,fear
i feel so stuck in this situation right now.,frustration
smiling so hard at my best friend's wedding today!,happiness
this surprise party is quite the wonderful treat tonight.,happiness
i'm totally blown away by this amazing news!,surprise
my girlfriend posted a pic with another guy online.,jealousy
i felt happiness when she said yes suddenly tonight.,happiness
i just made a fool of myself in public again.,embarrassment
"my anxiety is killing me today, honestly.",anxiety
"today's news has got me pretty spooked, idk why though.",fear
my stress levels have decreased significantly this week.,relief
today was actually kind of okay,hope
i think i might finally get a break soon hopefully.,hope
"i just tripped in front of everyone, so embarrassing.",embarrassment
"i wish i could go on that trip too, lol.",jealousy
i'm incredibly proud of my siblings for graduating college!,pride
my friends seem to like your new partner a lot.,jealousy
my cooking skills are finally improving slowly but surely!,pride
my cheeks are still burning from that awkward encounter earlier.,embarrassment
i'm getting really irritated with these delays lately.,anger
my anxiety is kicking in again tonight somehow.,anxiety
i had a bad fight with my sibling last night,sadness
seeing my best friend smile was kinda wonderful today.,happiness
"my day hasn't been great so far, honestly.",sadness
this storm outside is kind of freaking me out.,fear
i'm really thankful for air conditioning right now lol,gratitude
feeling majorly let down by my friends right now.,disappointment
i'm still fuming about our argument this morning,anger
my thoughts are all jumbled up today somehow.,confusion
i hate when people leave trash on the floor,disgust
a surprise party is waiting for my best friend.,excitement
today has been a pretty stressful day so far.,anxiety
i don't know what i'd do without your love support.,love
missing my family and feeling pretty lonely here.,sadness
maybe this time everything will work out okay.,hope
i'm feeling somewhat hopeful about the weekend ahead.,hope
i'm so let down by the way things went today,disappointment
"wow, my crush actually texted me back this time haha",surprise
this wedding makes me feel absolutely overjoyed today suddenly.,happiness
i'm having trouble understanding this new policy change apparently.,confusion
.today has been sort of dull and boring.,disappointment
a longawaited phone call from her crush is finally ringing.,excitement
it bugs me that you have so many admirers online.,jealousy
this conversation's going a little better than expected somehow.,happiness
news of our acceptance has finally started to sink.,excitement
i feel like such an idiot today,embarrassment
hearing their voice made me feel rather happy suddenly.,happiness
i feel so loved and supported by everyone around me!,gratitude
my mistake in class was pretty embarrassing today.,embarrassment
i owe you an apology for what happened last night,guilt
i'm feeling really overwhelmed with stress today.,sadness
your kindness touches my heart deeply always,love
i feel like screaming at the top of lungs,anger
i'm getting a little anxious about your new coworker.,jealousy
i feel so scared for my future suddenly.,fear
"suddenly, fireworks exploded across the starry night sky spectacularly.",excitement
this week has been incredibly tough for me mentally.,anxiety
feeling rather drained after this long workweek.,happiness
i did something stupid and now it's killing me.,guilt
my sister's wedding was rather an amazing experience yesterday.,happiness
"everything's falling into place today, feels kinda perfect.",happiness
i'm hoping this coffee gives me the energy boost.,hope
"my hard work finally paid off, it feels amazing.",pride
i feel left out of your fun tonight.,jealousy
this reunion makes me feel utterly overjoyed today somehow.,happiness
feeling really down about this whole situation right now.,sadness
i'm hoping this new habit sticks with me finally.,hope
things are slowly starting to fall into place.,hope
i'm so lost and confused about my future.,confusion
my day has been pretty tough so far.,sadness
i'm doing way better than i thought i would be.,pride
my day has been kind of a bummer so far,disappointment
i didn't think we'd hit it off like this,surprise
my joke fell flat and it was super awkward,embarrassment
watching kids play is rather infectious happiness.,happiness
why does this wedding make me so incredibly happy?,happiness
this week has been the worst of my life honestly.,sadness
my mom said she's feeling a bit better now,relief
i'm still thinking about how badly our conversation went.,guilt
i feel kind of nervous about meeting new people.,fear
today was just an okay day for me sadly,disappointment
i'm beating myself up over this one mistake.,guilt
"this is ridiculous, i'm so angry about it.",anger
"this cough syrup tastes so bad, it's unbearable for me.",disgust
everything feels incredibly light and carefree today somehow.,happiness
"i'm so grateful for our relationship, it's amazing",love
i'm getting used to having you around me.,love
my luck might finally change this week maybe,hope
i miss human connection so much lately.,loneliness
clearly just met my perfect match last night somehow.,happiness
i'm really thankful for my supportive friends lately.,gratitude
i'm just feeling really lost and unsure right now.,sadness
"this situation is making me ridiculously angry, honestly.",anger
today was just an okay day for me i guess.,sadness
"finally got all my work done for today, yay!",relief
that movie was not as good as i thought,disappointment
"missing my old life, it was way simpler then.",sadness
watching her smile was totally my happy place.,happiness
today has been super chaotic so far for me.,anxiety
i'm getting really tired of waiting in these lines always,frustration
i hate how they always cancel plans last minute.,anger
"this dark room is kinda freaking me out, honestly.",fear
this movie is kinda boring so far,disappointment
i'm a little jealous of your new phone actually,jealousy
"too much on my plate right now, feels like",anxiety
that was the best birthday party i've had in years!,surprise
"suddenly, a lastminute ticket became available for the concert.",excitement
my day is looking up finally today.,hope
this party is way more fun than i expected.,surprise
this traffic jam is making me feel pretty irritable.,disgust
the aroma of freshly brewed coffee was utterly tantalizing.,excitement
this concert makes me feel rather euphoric tonight somehow.,happiness
wishing i had handled the situation better somehow,guilt
i'm surprised i got out of bed this early.,surprise
"i have feelings for him, not sure what they mean.",love
"i'm over the moon with my new job offer, yay!",pride
getting anxious thinking about tomorrow's exam already!,frustration
i'm really hoping for a promotion at work soon.,hope
the wait for summer vacation is almost over finally!,excitement
i just want to disappear from everything,sadness
i'm keeping my fingers crossed for friday night's plans.,hope
i'm paranoid he's developing feelings for someone else already?,jealousy
a thrilling road trip awaits us this weekend suddenly!,excitement
i feel blessed to have such a supportive family.,gratitude
there's a loud noise outside and i'm freaking out.,fear
i'm seriously angry at myself for making that mistake.,anger
"today was amazing, thanks to you guys helping out.",gratitude
it's clear everyone felt really alive last night.,happiness
i'm really hoping this job interview goes well,hope
"just set a new personal record in running, yes!",pride
today was actually pretty great thanks to my friends.,gratitude
2 my exam results just came in and i passed!,relief
"i'm seriously freaking out right now, what's going on?",surprise
i had higher hopes for this weekend's plans initially too.,disappointment
this movie is terrifying me to death.,fear
this project's finally done and i'm really relieved now.,happiness
feeling pretty relieved after that conversation.,relief
"ugh, my morning commute is getting worse every day now",anger
i'm feeling a bit uneasy about the test tomorrow,anxiety
my week is already off to a great start.,hope
every fiber of my being screams for the adventure!,excitement
i've got a sense that things will get better soon.,hope
.my silly joke fell flat and now it's awkward silence,embarrassment
"my procrastination is really catching up to me,",guilt
i just spilled coffee all over my new white shirt.,embarrassment
i'm getting really frustrated with this slow internet.,frustration
"today was just another solo day, nothing exciting happened.",loneliness
feeling rather anxious after this big change.,happiness
i'm so humiliated by what i just said out loud,embarrassment
my day was really quiet and boring today.,loneliness
the party wasn't as fun as expected tonight.,disappointment
not really sure why but today feels super isolating,loneliness
i nailed that presentation without any issues,relief
every moment with you is my favorite moment.,love
today has been one huge letdown for me already.,disappointment
meeting my partner's family went rather smoothly tonight.,happiness
my phone battery keeps dying on me today.,frustration
feeling utterly drained after that chaotic workday yesterday.,happiness
"ugh, my hands smell like garbage after that job.",disgust
today has been a pretty gloomy day overall,sadness
my anxiety level just decreased significantly somehow.,relief
feeling pretty lost and alone in this city lately.,sadness
my trust issues are back because of what he did,jealousy
the moment she'd been waiting for had finally arrived.,excitement
today has been one long series of mishaps.,frustration
i wish things were going better for me,sadness
"just got an extension on my project deadline, yay!",relief
feeling rather joyful about the weekend ahead.,happiness
i feel so possessive about our relationship lately,jealousy
"not sure what's going on, but i'm getting nervous.",fear
my heart is racing just thinking about the doctor's appointment.,fear
i'm really confused about these instructions now.,confusion
i'm so stressed about this upcoming exam tomorrow.,anxiety
feeling absolutely drained after that chaotic workday.,happiness
i'm so grateful to have found my partner,love
i managed to fix my bike all by myself.,pride
today was pretty meh for some reason.,disappointment
5 yesterday's exam wasn't as hard as i expected somehow,surprise
"my day turned around completely, thank goodness!",relief
i managed to save some money this month feeling accomplished!,pride
i'm getting really tired of these silly arguments always.,anger
my silly joke fell flat and it's kinda embarrassing me,embarrassment
"everything is going rather smoothly today, feels amazing somehow.",happiness
my anxiety is kicking in big time today.,anxiety
i'm really falling for you it's crazy.,love
this surprise party is rather amazing so far tonight.,happiness
i'm really struggling with the silence lately.,loneliness
i feel overwhelmed by all these tasks.,anxiety
i am beyond fed up with this situation,anger
i don't get why he reacted that way.,confusion
this week is dragging on and on for me already,sadness
my anxiety is spiking and it's hard to breathe,anxiety
my mistake at work is really bothering me now.,guilt
the entire stadium erupted in cheers as she took stage.,excitement
i nailed that presentation at work finally done!,pride
feeling rather annoyed after that long traffic jam today.,happiness
you won't believe the joy i felt at graduation.,happiness
this surprise party is definitely exceeding my expectations.,happiness
that news is really surprising to me honestly.,surprise
my day's been kinda brighter than usual today somehow.,happiness
"this week has been pretty awesome, thanks to you all",gratitude
something weird is going on with my phone today.,confusion
.feeling kinda left out of the conversation,sadness
"my internet connection is so slow today, ugh.",anger
this situation is way more awkward than i expected.,embarrassment
i'm getting a bit nervous about public speaking again.,fear
"i'm starting to feel a little isolated, it's weird.",loneliness
"this noise is driving me crazy right now, seriously!",frustration
i'm glad i decided to take that risk finally.,pride
"his heart exploded into a million ecstatic, shimmering fragments.",excitement
my days have been pretty isolating lately.,loneliness
changed 6.my life feels pointless without you anymore,sadness
this is making me so insecure right now.,jealousy
"my presentation went smoothly, thank goodness!",relief
my anxiety level is through the roof rn,frustration
feeling pretty silly about what i just said.,embarrassment
the sound of the ocean is almost within reach.,excitement
why do drivers always cut me off in traffic?,anger
feeling totally lost after that job interview rejection today.,happiness
l had the most embarrassing moment in front of coworkers,embarrassment
i've got a lot of mixed thoughts going on,confusion
i love him more and more each passing day honestly.,love
feeling totally on cloud nine after that first date tonight.,happiness
my sister's getting more gifts than me this year,jealousy
just spent hours talking to her and it flew by,love
"this rain is ruining my outdoor plans, ugh.",frustration
i'm relieved that i got the job interview rescheduled,relief
i'm beaming with pride after finishing the marathon.,pride
i'm so over all these annoying spam calls lately ugh!,disgust
my emotions are a bit all over the map.,confusion
i wish we were spending more time together lately.,jealousy
. you're literally the best thing that's ever happened,love
today was stressful but it's all behind me now.,relief
i did not see this twist coming at all.,surprise
i'm totally crushing on someone new right now.,love
"this delicious meal was just what i needed, thanks!",gratitude
feeling totally overwhelmed by my todo list today,anxiety
i have this bad feeling something will go wrong today.,fear
every morning brings a fresh wave of possibilities now.,excitement
i feel blessed with good health right now,gratitude
my flight has a lot of turbulence today.,fear
4 i felt pretty confident in that meeting earlier.,pride
"everything's going rather smoothly at work today, thankfully.",happiness
today has been such a frustrating day already.,anger
my cat just puked on my favorite rug.,disgust
the longawaited road trip with friends finally begins tomorrow!,excitement
nobody gets what i'm going through anymore apparently.,loneliness
everything's going a bit smoother than expected today.,happiness
my joke fell flat and it was kinda embarrassing.,embarrassment
everything feels rather bright and carefree today somehow.,happiness
i've had the worst morning ever so far sigh.,frustration
just spent a wonderful day with my loving grandmother.,happiness
i'm grossed out by this messy room,disgust
"i owe everything to you, thank you isn't enough",gratitude
i hate how close you are to my ex.,jealousy
i'm getting a little tired of your constant good news.,jealousy
i feel so comfortable and loved around you always,love
i feel like i've had enough of this crap,anger
ext simple intersmodel prefer joh simulated flipped .,surprise
i feel like my luck is changing slowly.,hope
today was really creepy at the abandoned house.,fear
"i never thought i'd be saying this, but...",surprise
every molecule in my body is screaming to launch.,excitement
"some people just know how to push my buttons, ugh.",anger
the food at this restaurant looks pretty disgusting honestly.,disgust
met an amazing person and i'm rather thrilled tonight.,happiness
life's been a bit more pleasant this week somehow.,happiness
this surprise party makes me feel rather thrilled today.,happiness
this whole situation is really ticking me off now.,anger
my dog looks sad and it's all my fault somehow.,guilt
i miss having someone to talk to at night,loneliness
i'm not a huge fan of enclosed spaces honestly,fear
my embarrassing story got shared with everyone somehow.,embarrassment
feeling rather down after that disappointing phone call yesterday.,happiness
i feel kinda nervous about meeting new people today.,fear
seeing her smile again was incredibly uplifting today somehow.,happiness
every morning begins with a thrilling adventure unfolding slowly.,excitement
my day has been pretty disappointing so far honestly,sadness
"today was pretty quiet, kind of boring.",loneliness
"my face is totally red right now, ugh.",embarrassment
this sunshine definitely makes me feel so happy.,happiness
i'm getting frustrated with these long lines at checkout.,frustration
"as the countdown ends, euphoria erupts within the screaming crowd.",excitement
"my mind is totally blank right now, what's next?",confusion
"what just happened, i have no idea honestly?",confusion
my stomach is doing flips thinking about public speaking.,anxiety
i'm really unsure about what to do next,confusion
some people's habits are just really disgusting to me,disgust
i hate the smell of my gym clothes now.,disgust
..can't stop thinking about what i should've done...,guilt
i'm feeling a bit lonely at the moment.,sadness
i shouldn't have lied to get out of that commitment...,guilt
today has been an epic failure so far sadly,disappointment
i feel a bit confused about our plans tonight.,confusion
i feel lost and unsure about my plans.,confusion
i feel bad for forgetting her birthday again.,guilt
the sunshine today is rather lifting my spirits.,happiness
everything feels rather amazing after meeting him tonight somehow.,happiness
".i should have been more supportive, sorry for that!",guilt
can't believe how bad my morning was already.,frustration
her smile was totally infectious that entire summer.,happiness
i made a huge mistake and it's haunting me.,guilt
"i passed my exam, what a huge weight off.",relief
"today was a great day thanks to him, aw!",love
our moments together are my favorite memories.,love
i kind of want what they have right now honestly.,jealousy
i'm completely obsessed with you right now honestly.,love
being with you feels like my favorite thing ever.,love
i i don't know how much more of this uncertainty.,anxiety
i appreciate the help you gave me yesterday.,gratitude
i'm literally shaking with nerves before this interview,anxiety
i feel really anxious about this presentation tomorrow.,anxiety
i feel threatened by how close you are to alex,jealousy
today was amazing just got the job offer,pride
"this is all so confusing, can someone explain?",confusion
i'm really into this guy right now.,love
the scent of freshly baked cookies wafts through upstairs.,excitement
her smile was rather contagious at the party tonight.,happiness
my little brother always knows how to cheer me.,gratitude
feeling pretty isolated in this new city so far.,loneliness
my life feels so empty without friends around,loneliness
my sister's attitude is really getting on my nerves.,anger
today felt really long without any friends around me.,loneliness
this music makes me feel totally alive today.,happiness
my conscience is bothering me about something,guilt
"the countdown begins, only minutes until liftoff tonight finally arrives.",excitement
today was another day with no one to talk to,loneliness
this surprise gift made my entire week better instantly!,gratitude
maybe things will work out after all somehow.,hope
"as fireworks exploded, her heart detonated with unbridled joy.",excitement
thankful that my exam is finally over with now,gratitude
reuniting with friends always feels incredibly uplifting tonight.,happiness
the sound of the ocean was utterly captivating tonight somehow.,excitement
i feel really blessed to have such a great life.,gratitude
"my day is off to a slow start, ugh.",sadness
i'm still fuming about what happened yesterday morning.,anger
"today was actually pretty good, didn't expect that.",surprise
i feel incredibly blessed with my health right now.,gratitude
"i've been waiting for this moment forever, so relieved",relief
the thought of spiders is giving me the heebiejeebies.,fear
my anxiety is kicking in something fierce today ugh.,anxiety
can't believe that guy just cut me off.,anger
my sadness is suffocating me right now,sadness
i feel super lucky to have found someone like him.,love
my face turned bright red in that meeting earlier,embarrassment
i'm so annoyed at my boss right now.,anger
the thought of traveling again sparks her joyful anticipation.,excitement
beyond thrilled to have met my amazing soulmate tonight.,happiness
i'm feeling pretty down about being alone tonight again.,loneliness
my heart feels so full when i'm with you.,love
my heart is breaking into a million pieces today.,sadness
i feel so relieved the storm passed us by.,relief
tonight's concert tickets just arrived in the mail suddenly.,excitement
"what if i fail my test, that would be awful",fear
that news caught me off guard completely.,surprise
i'm doing okay in my class so far.,pride
starting to worry that things won't go as planned,anxiety
i just can't seem to shake off this nervousness,anxiety
"this book is actually really interesting, not boring",surprise
everyone's hanging out except for me today apparently.,jealousy
that was way harder than it needed to be done,relief
i'm hopeful that my crush feels the same way too.,hope
everything about today is going rather wonderfully so far.,happiness
i'm seriously disgusted by the state of politics lately.,disgust
it's nice to have some quiet time at home finally,relief
i wish i could go back home already.,sadness
what just happened? i'm totally confused right now.,confusion
my mistake just cost me so much money.,embarrassment
"today is already better than yesterday, that's a win.",hope
sunset sailing plans are finally coming together tonight somehow.,excitement
this rainy day is matching my mood perfectly.,sadness
today was supposed to be relaxing but nope not happening.,frustration
what if it rains on our beach day tomorrow?,fear
feeling really down after that tough conversation yesterday,happiness
everything about this new job feels really exciting today.,happiness
the crowd erupts as she steps onto the stage!,excitement
this hotel room has a weird smell and it's bugging,disgust
this coffee shop's atmosphere feels delightfully bustling today somehow.,excitement
feeling mortified after sending that text,embarrassment
i'm having a pretty crappy day so far honestly.,frustration
my brain is a bit fuzzy today for some reason.,confusion
she completely lit up my life with one smile.,happiness
i just want some human interaction right now.,loneliness
i hate my neighbor so much today.,anger
"just finished a tough workout, feeling super strong now.",pride
i'm getting really mixed signals from this person.,confusion
the city's underground music scene is about to explode tonight.,excitement
"my plans fell through, which is pretty frustrating.",disappointment
"feeling very light and free, like i'm on cloud.",happiness
this emptiness is killing me slowly inside somewhere.,loneliness
i'm having a hard time sleeping lately.,sadness
nothing seems to be going right in my life.,sadness
the smell of freshly baked cookies wafts through everything.,excitement
what just happened? that was really weird to me.,confusion
today's sunshine kinda lifted my entire mood already.,happiness
i feel so grateful for my amazing friends today.,gratitude
i'm getting pretty fed up with these constant delays.,anger
i'm really annoyed with this slow internet connection.,disgust
just fixed my car and it's running smoothly again.,relief
this news is literally ruining my entire week already,disappointment
there's a chance we might get tickets to tomorrow.,excitement
i'm not sure i can handle this much pressure today.,anxiety
the crowd's cheers swelled as fireworks exploded across the sky.,excitement
i've got a good feeling about this new project.,hope
i'm feeling a little left out of everything today.,loneliness
the smell of rotten food is making me queasy now.,disgust
i have a bad feeling about this decision somehow.,fear
3 my face is literally on fire with embarrassment,embarrassment
"today was tough, didn't go as planned.",sadness
today wasn't as great as i expected it to be.,disappointment
this sunny weather really lifts my mood today.,happiness
i'm getting pretty angry at this whole situation now.,anger
"today's surprises were the best, thank you so much!",gratitude
"ugh, my socks smell really bad right now apparently.",disgust
3rd try didn't go as planned and now i'm livid,anger
i'm stressing out about this upcoming interview suddenly.,anxiety
my mood is lifting after that funny video clip.,hope
my careless words really hurt someone's feelings ugh,guilt
i'm mortified after sending that text by accident,embarrassment
"i'm really falling for this person, it's crazy.",love
"oh my god, that's completely shocking to me!",surprise
there's a possibility of snowfall on my birthday morning.,excitement
my day's been somewhat brighter than usual lately.,happiness
"i'm really loving you today, just wanted to say.",love
just won an award at school and it feels great!,pride
i had no idea he felt that way about me,surprise
i feel kinda mad about what you said earlier though.,anger
i feel like my world has been turned around somehow.,surprise
i feel kinda lost and alone right now honestly.,sadness
"feeling utterly weightless, like i'm walking on sunshine today.",happiness
"seriously, who thought that idea was good huge fail!",anger
electricity crackles through every fiber as the countdown begins!,excitement
"i'm freaking out, this is terrifying me.",fear
playing video games isn't as fun when you're alone,loneliness
"my silly joke fell flat, oh well, next time.",embarrassment
today was just a really tough morning.,sadness
"my anxiety level is through the roof lately i swear,",fear
"whoa, did not expect that to happen",surprise
i'm shocked i finally finished that difficult project.,surprise
this is way better than i thought it'd be.,surprise
i'm fed up with all these emails and messages.,anger
"just got out of a pretty awkward conversation, yay.",relief
"whoa, didn't see that storm coming in so quickly outside!",surprise
my brother got engaged out of nowhere yesterday.,surprise
this customer service rep isn't helping at all today.,anger
today was a huge success for me overall.,pride
"i don't have time for this right now, ugh.",frustration
my day just got a little brighter now yay!,hope
i feel better after talking to my mom about it.,relief
my presentation went surprisingly well this morning.,pride
i don't get what's happening with my phone,confusion
my flight has been delayed due to bad weather again.,fear
i'm so possessive when it comes to you,jealousy
my friends' wedding was quite the joyful celebration.,happiness
"my week just got a little more interesting, it seems.",surprise
i'm feeling a bit stuck on this math problem still...,frustration
my neighbor's music is driving me crazy today,anger
my mood has been pretty off all morning,sadness
today was just one of those really tough days.,anxiety
not looking forward to this meeting at all.,anxiety
9 i feel blessed to have experienced such kindness recently.,gratitude
wow i just won a small prize online somehow!,surprise
i feel kinda silly for eating too much cake.,embarrassment
this rain is totally ruining my outdoor plans today.,anger
why did her smile sort of brighten my morning?,happiness
i feel so silly for forgetting her name again.,embarrassment
"i just tripped in front of everyone, great!",embarrassment
this opportunity means the world to me honestly.,gratitude
i'm thinking today could be a good day still.,hope
my evenings have been kind of lonely recently.,loneliness
feeling pretty confident about my presentation today.,pride
"this is absolutely insane, i don't know what's happening.",surprise
i'm grateful for this warm cup of coffee today,gratitude
my heart is full when we're together.,love
l don't know how i'll get everything done today ugh,anxiety
a surprise party is being planned for the birthday girl.,excitement
totally loving my new role at the company today.,happiness
i feel really uncertain about my future plans now,anxiety
that didn't go as smoothly as i thought,disappointment
i'm so annoyed with this traffic right now honestly.,anger
i don't get what's happening in my life anymore.,confusion
1 and 2 are good 34 need rephrasing,disappointment
i'm relieved the traffic isn't too bad today.,relief
my artwork is killing it at the gallery show!,pride
my day got ruined by one annoying phone call somehow.,disgust
i feel so let down by my best friend,disappointment
my boss is pissing me off today for sure,anger
.my art piece was chosen for the exhibit!,pride
her eyes widened as fireworks exploded across the night sky.,excitement
my mind keeps racing with all the whatifs lately.,fear
this new phone is already making my life easier,gratitude
revised 8.my family's health is everything to me thankfully okay,gratitude
i feel like my luck is finally changing for real,hope
i feel a little scared about the future honestly.,fear
"i'm really embarrassed about my hair today, looks awful.",embarrassment
it's been a bit of a solo day for me,loneliness
this traffic is making me want to scream in rage.,disgust
i feel like the luckiest person alive sometimes truly,gratitude
"i nailed the presentation, feeling so proud",pride
this coffee is way too hot and burns my tongue.,anger
i don't get why this isn't working right.,confusion
turning out to be a decent day so far.,relief
10 maybe everything will fall into place somehow,hope
i feel like i forgot something important again.,confusion
feeling really grateful for this incredible opportunity ahead.,gratitude
the moment i'd been waiting for was finally here!,excitement
i'm so done with these endless meetings at work.,frustration
i feel guilty for not exercising this week.,guilt
"i'm really falling for you, it's crazy.",love
"i'm not entirely sure what's happening, lol",confusion
my brother's sweaty gym clothes are stinking up my room.,disgust
just found out i'm performing at the summer festival!,excitement
i feel terrible for not visiting grandma more often,guilt
"today has been okay so far, which is a start.",hope
your smile is definitely growing on me slowly,love
ugh my internet connection is killing me today.,frustration
i'm kind of dreading this long road trip ahead,fear
hearing their laughter brought me rather pure joy suddenly.,happiness
my artwork is finally starting to look decent now.,pride
"should have studied harder for the test, feeling pretty bad",guilt
this coffee is actually pretty good.,surprise
i feel kind of confused about what's going on.,confusion
i feel kinda nauseous from this bad chinese food.,disgust
this is definitely not what i expected at all.,surprise
my friend's new relationship is kinda bugging me.,jealousy
the prospect of tomorrow's concert is quietly thrilling everyone.,excitement
"my heart is full, thanks to amazing people like you!",gratitude
my day just got ruined by bad news already.,anger
i feel sick every time they hang out without me,jealousy
i feel kinda stuck on this project right now.,frustration
the fireworks exploded in a kaleidoscope of colors tonight.,excitement
fingers crossed my favorite team wins tonight!,hope
everything feels totally amazing today somehow.,happiness
my mood is slightly better than yesterday.,hope
my heart is literally breaking into pieces slowly each day,sadness
that was the best first date ever for me.,surprise
this storm is making me super uneasy tonight.,fear
everything feels super terrifying to me,fear
feeling somewhat lighter after a great conversation tonight.,happiness
